qpid	desc
ZLC06G0030640	cytokinin biosynthetic process
ZLC06G0030660	tetrapyrrole biosynthetic process
ZLC06G0030660	cellular process
ZLC06G0030680	defense response
ZLC06G0030680	programmed cell death
ZLC06G0030680	immune response
ZLC06G0030680	response to other organism
ZLC06G0030680	cellular response to stress
ZLC06G0030710	DNA duplex unwinding
ZLC06G0030730	protein insertion into mitochondrial inner membrane
ZLC06G0030730	protein transmembrane transport
ZLC06G0030750	protein import into mitochondrial matrix
ZLC06G0030750	monoatomic ion transport
ZLC06G0030760	protein import into peroxisome matrix, docking
ZLC06G0030770	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
ZLC06G0030770	defense response to other organism
ZLC06G0030770	cellular process
ZLC06G0030770	amino acid transport
ZLC06G0030810	proteolysis
ZLC06G0030810	cellular process
ZLC06G0030850	ribosomal large subunit assembly
ZLC06G0030850	translation
ZLC06G0030860	positive regulation of transcription by RNA polymerase II
ZLC06G0030880	flower development
ZLC06G0030880	cell differentiation
ZLC06G0030920	proteolysis involved in protein catabolic process
ZLC06G0030920	cellular process
ZLC06G0030940	defense response to fungus
ZLC06G0030950	defense response to other organism
ZLC06G0030950	response to fungus
ZLC06G0030960	defense response to fungus
ZLC06G0030970	translation
ZLC06G0030970	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
ZLC06G0031020	translation
ZLC06G0031040	positive regulation of proteasomal protein catabolic process
ZLC06G0031040	proteasome-mediated ubiquitin-dependent protein catabolic process
ZLC06G0031040	positive regulation of cellular process
ZLC06G0031040	cellular process
ZLC06G0031050	ubiquitin-dependent protein catabolic process
ZLC06G0031050	protein polyubiquitination
ZLC06G0031050	cellular process
ZLC06G0031070	protein neddylation
ZLC06G0031070	cellular process
ZLC06G0031100	chaperone-mediated protein complex assembly
ZLC06G0031100	protein folding
ZLC06G0031100	response to stress
ZLC06G0031110	protein neddylation
ZLC06G0031110	protein ubiquitination
ZLC06G0031110	ubiquitin-dependent protein catabolic process
ZLC06G0031110	cellular process
ZLC06G0031130	glutathione metabolic process
ZLC06G0031130	auxin-activated signaling pathway
ZLC06G0031130	toxin catabolic process
ZLC06G0031140	lipid catabolic process
ZLC06G0031140	cellular process
ZLC06G0031150	chromatin remodeling
ZLC06G0031150	regulation of ethylene-activated signaling pathway
ZLC06G0031150	positive regulation of gene expression
ZLC06G0031170	translation
ZLC06G0031180	guard cell differentiation
ZLC06G0031190	chromatin remodeling
ZLC06G0031190	signal transduction
ZLC06G0031190	response to pH
ZLC06G0031190	response to calcium ion
ZLC06G0031200	chromatin remodeling
ZLC06G0031200	signal transduction
ZLC06G0031230	sesquiterpene biosynthetic process
ZLC06G0031230	indole alkaloid biosynthetic process
ZLC06G0031250	tracheary element differentiation
ZLC06G0031250	positive regulation of gene expression
ZLC06G0031260	methylation
ZLC06G0031260	cellular process
ZLC06G0031260	biosynthetic process
ZLC06G0031270	regulation of pH
ZLC06G0031270	potassium ion transport
ZLC06G0031270	proton transmembrane transport
ZLC06G0031280	response to fungus
ZLC06G0031300	green leaf volatile biosynthetic process
ZLC06G0031320	translational elongation
ZLC06G0031330	translational elongation
ZLC06G0031370	chromatin remodeling
ZLC06G0031370	regulation of transcription by RNA polymerase II
ZLC06G0031370	thylakoid membrane organization
ZLC06G0031370	cellular response to light stimulus
ZLC06G0031420	translational initiation
ZLC06G0031430	translation
ZLC06G0031440	translation
ZLC06G0031450	chloroplast-nucleus signaling pathway
ZLC06G0031450	mitochondria-nucleus signaling pathway
ZLC06G0031450	mitochondrion organization
ZLC06G0031450	protein ubiquitination
ZLC06G0031450	RNA processing
ZLC06G0031460	plant-type hypersensitive response
ZLC06G0031470	defense response
ZLC06G0031510	fatty acid biosynthetic process
ZLC06G0031540	defense response
ZLC06G0031540	programmed cell death
ZLC06G0031540	immune response
ZLC06G0031540	response to other organism
ZLC06G0031540	cellular response to stress
ZLC06G0031580	plant-type hypersensitive response
ZLC06G0031600	poly(A)-dependent snoRNA 3'-end processing
ZLC06G0031600	nuclear mRNA surveillance
ZLC06G0031600	U4 snRNA 3'-end processing
ZLC06G0031600	rRNA catabolic process
ZLC06G0031600	seed germination
ZLC06G0031620	plant-type hypersensitive response
ZLC06G0031630	plant-type hypersensitive response
ZLC06G0031650	plant-type hypersensitive response
ZLC06G0031680	plant-type hypersensitive response
ZLC06G0031700	plant-type hypersensitive response
ZLC06G0031710	translation
ZLC06G0031720	translation
ZLC06G0031810	protein modification by small protein conjugation
ZLC06G0031810	peptidyl-lysine modification
ZLC06G0031810	ubiquitin-dependent protein catabolic process
ZLC06G0031810	DNA damage response
ZLC06G0031820	DNA metabolic process
ZLC06G0031820	cellular process
ZLC06G0031830	chloroplast-nucleus signaling pathway
ZLC06G0031830	mitochondria-nucleus signaling pathway
ZLC06G0031830	protein ubiquitination
ZLC06G0031830	mitochondrion organization
ZLC06G0031830	RNA processing
ZLC06G0031840	protein ubiquitination
ZLC06G0031840	ubiquitin-dependent protein catabolic process
ZLC06G0031840	DNA damage response
ZLC06G0031850	DNA metabolic process
ZLC06G0031850	cellular process
ZLC06G0031860	protein ubiquitination
ZLC06G0031860	ubiquitin-dependent protein catabolic process
ZLC06G0031860	DNA damage response
ZLC06G0031870	chloroplast-nucleus signaling pathway
ZLC06G0031870	mitochondria-nucleus signaling pathway
ZLC06G0031870	protein ubiquitination
ZLC06G0031880	DNA metabolic process
ZLC06G0031880	cellular process
ZLC06G0031880	macromolecule localization
ZLC06G0031880	nitrogen compound transport
ZLC06G0031890	chloroplast-nucleus signaling pathway
ZLC06G0031890	mitochondria-nucleus signaling pathway
ZLC06G0031890	protein ubiquitination
ZLC06G0031890	mitochondrion organization
ZLC06G0031890	RNA processing
ZLC06G0031900	protein ubiquitination
ZLC06G0031900	ubiquitin-dependent protein catabolic process
ZLC06G0031900	DNA damage response
ZLC06G0031910	DNA metabolic process
ZLC06G0031910	cellular process
ZLC06G0031920	chloroplast-nucleus signaling pathway
ZLC06G0031920	mitochondria-nucleus signaling pathway
ZLC06G0031920	protein ubiquitination
ZLC06G0031920	mitochondrion organization
ZLC06G0031920	RNA processing
ZLC06G0031930	protein ubiquitination
ZLC06G0031930	ubiquitin-dependent protein catabolic process
ZLC06G0031930	DNA damage response
ZLC06G0031940	DNA metabolic process
ZLC06G0031940	cellular process
ZLC06G0031950	chloroplast-nucleus signaling pathway
ZLC06G0031950	mitochondria-nucleus signaling pathway
ZLC06G0031950	protein ubiquitination
ZLC06G0031950	mitochondrion organization
ZLC06G0031950	RNA processing
ZLC06G0032000	chloroplast-nucleus signaling pathway
ZLC06G0032000	mitochondria-nucleus signaling pathway
ZLC06G0032000	protein ubiquitination
ZLC06G0032010	ubiquitin-dependent protein catabolic process
ZLC06G0032010	protein ubiquitination
ZLC06G0032010	DNA damage response
ZLC06G0032020	DNA metabolic process
ZLC06G0032020	cellular process
ZLC06G0032030	chloroplast-nucleus signaling pathway
ZLC06G0032030	mitochondria-nucleus signaling pathway
ZLC06G0032030	protein ubiquitination
ZLC06G0032030	mitochondrion organization
ZLC06G0032030	RNA processing
ZLC06G0032050	plant-type hypersensitive response
ZLC06G0032070	plant-type hypersensitive response
ZLC06G0032100	cytokinin biosynthetic process
ZLC06G0032100	tRNA modification
ZLC06G0032110	protein retention in ER lumen
ZLC06G0032110	vesicle-mediated transport
ZLC06G0032110	protein transport
ZLC06G0032120	chlorophyll biosynthetic process
ZLC06G0032120	cellular process
ZLC06G0032140	abscisic acid-activated signaling pathway
ZLC06G0032140	alkaloid metabolic process
ZLC06G0032140	defense response
ZLC06G0032150	ubiquitin-dependent protein catabolic process
ZLC06G0032150	cellular process
ZLC06G0032180	xyloglucan metabolic process
ZLC06G0032180	cell wall biogenesis
ZLC06G0032180	cell wall organization
ZLC06G0032180	response to low light intensity stimulus
ZLC06G0032180	unidimensional cell growth
ZLC06G0032180	response to mechanical stimulus
ZLC06G0032180	plant-type cell wall organization or biogenesis
ZLC06G0032180	response to auxin
ZLC06G0032200	gibberellic acid mediated signaling pathway
ZLC06G0032240	protein ubiquitination
ZLC06G0032240	cellular process
ZLC06G0032250	isoquinoline alkaloid biosynthetic process
ZLC06G0032250	coumarin biosynthetic process
ZLC06G0032250	cellular process
ZLC06G0032260	flavonoid biosynthetic process
ZLC06G0032260	cellular process
ZLC06G0032310	regulation of sulfur utilization
ZLC06G0032310	regulation of glucosinolate biosynthetic process
ZLC06G0032310	cellular response to sulfur starvation
ZLC06G0032350	regulation of DNA-templated transcription
ZLC06G0032360	regulation of DNA-templated transcription
ZLC06G0032410	defense response to other organism
ZLC06G0032430	chloroplast-nucleus signaling pathway
ZLC06G0032430	mitochondria-nucleus signaling pathway
ZLC06G0032430	mitochondrion organization
ZLC06G0032430	RNA processing
ZLC06G0032450	plant-type hypersensitive response
ZLC06G0032460	plant-type hypersensitive response
ZLC06G0032500	protein import into mitochondrial matrix
ZLC06G0032530	plant-type hypersensitive response
ZLC06G0032560	regulation of DNA-templated transcription
ZLC06G0032570	regulation of DNA-templated transcription
ZLC06G0032590	regulation of DNA-templated transcription
ZLC06G0032600	regulation of DNA-templated transcription
ZLC06G0032630	regulation of DNA-templated transcription
ZLC06G0032640	regulation of microtubule polymerization or depolymerization
ZLC06G0032640	regulation of supramolecular fiber organization
ZLC06G0032640	microtubule cytoskeleton organization
ZLC06G0032640	phosphorelay signal transduction system
ZLC06G0032660	snoRNA localization
ZLC06G0032660	box C/D snoRNP assembly
ZLC06G0032660	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
ZLC06G0032690	lipid glycosylation
ZLC06G0032690	carbohydrate metabolic process
ZLC06G0032690	terpenoid biosynthetic process
ZLC06G0032690	seed development
ZLC06G0032690	sterol metabolic process
ZLC06G0032700	proteolysis
ZLC06G0032700	cellular process
ZLC06G0032710	protein ubiquitination
ZLC06G0032710	ubiquitin-dependent protein catabolic process
ZLC06G0032710	cellular process
ZLC06G0032730	protein ubiquitination
ZLC06G0032730	ubiquitin-dependent protein catabolic process
ZLC06G0032730	cellular process
ZLC06G0032740	protein ubiquitination
ZLC06G0032740	ubiquitin-dependent protein catabolic process
ZLC06G0032740	cellular process
ZLC06G0032770	protein ubiquitination
ZLC06G0032770	ubiquitin-dependent protein catabolic process
ZLC06G0032770	cellular process
ZLC06G0032790	protein ubiquitination
ZLC06G0032790	ubiquitin-dependent protein catabolic process
ZLC06G0032790	cellular process
ZLC06G0032820	auxin biosynthetic process
ZLC06G0032850	actin filament-based movement
ZLC06G0032850	actin filament organization
ZLC06G0032850	root hair elongation
ZLC06G0032850	actin filament-based transport
ZLC06G0032850	vesicle cytoskeletal trafficking
ZLC06G0032880	translational initiation
ZLC06G0032890	intracellular protein transport
ZLC06G0032910	methylation
ZLC06G0032910	cellular process
ZLC06G0032930	chlorophyll biosynthetic process
ZLC06G0032930	cellular process
ZLC06G0032940	translation
ZLC06G0032950	chloroplast-nucleus signaling pathway
ZLC06G0032950	mitochondria-nucleus signaling pathway
ZLC06G0032950	mitochondrion organization
ZLC06G0032950	RNA processing
ZLC06G0032960	plant-type hypersensitive response
ZLC06G0032970	plant-type hypersensitive response
ZLC06G0032980	chloroplast-nucleus signaling pathway
ZLC06G0032980	mitochondria-nucleus signaling pathway
ZLC06G0032980	mitochondrion organization
ZLC06G0032980	RNA processing
ZLC06G0032990	chloroplast-nucleus signaling pathway
ZLC06G0032990	mitochondria-nucleus signaling pathway
ZLC06G0032990	mitochondrion organization
ZLC06G0032990	RNA processing
ZLC06G0033020	green leaf volatile biosynthetic process
ZLC06G0033020	regulation of DNA-templated transcription
ZLC06G0033030	double-strand break repair via homologous recombination
ZLC06G0033030	positive regulation of transcription by RNA polymerase II
ZLC06G0033030	methylation
ZLC06G0033040	cytidine to uridine editing
ZLC06G0033040	mitochondrial mRNA modification
ZLC06G0033040	mRNA processing
ZLC06G0033070	ceramide 1-phosphate transport
ZLC06G0033070	intermembrane lipid transfer
ZLC06G0033080	ribosomal large subunit biogenesis
ZLC06G0033080	translation
ZLC06G0033090	proteolysis involved in protein catabolic process
ZLC06G0033090	cellular process
ZLC06G0033140	vacuolar transport
ZLC06G0033140	endosome transport via multivesicular body sorting pathway
ZLC06G0033140	protein transport
ZLC06G0033150	defense response
ZLC06G0033150	response to other organism
ZLC06G0033160	tRNA wobble uridine modification
ZLC06G0033170	endocytosis
ZLC06G0033170	signal transduction
ZLC06G0033170	regulation of unidimensional cell growth
ZLC06G0033170	cortical microtubule organization
ZLC06G0033170	chromatin remodeling
ZLC06G0033180	intracellular signal transduction
ZLC06G0033180	chromatin remodeling
ZLC06G0033190	chromatin remodeling
ZLC06G0033200	regulation of DNA-templated transcription
ZLC06G0033210	plant-type hypersensitive response
ZLC06G0033250	plant-type hypersensitive response
ZLC06G0033270	plant-type hypersensitive response
ZLC06G0033280	plant-type hypersensitive response
ZLC06G0033290	plant-type hypersensitive response
ZLC06G0033300	defense response
ZLC06G0033300	programmed cell death
ZLC06G0033300	immune response
ZLC06G0033300	response to other organism
ZLC06G0033300	cellular response to stress
ZLC06G0033340	chromatin remodeling
ZLC06G0033340	regulation of gene expression
ZLC06G0033340	system development
ZLC06G0033340	methylation
ZLC06G0033340	regulation of RNA biosynthetic process
ZLC06G0033350	protein ubiquitination
ZLC06G0033350	cellular process
ZLC06G0033360	cellular oxidant detoxification
ZLC06G0033370	cellular oxidant detoxification
ZLC06G0033380	chromatin remodeling
ZLC06G0033390	translation
ZLC06G0033400	protein import into peroxisome matrix
ZLC06G0033400	protein unfolding
ZLC06G0033400	DNA-templated transcription termination
ZLC06G0033400	regulation of DNA-templated transcription
ZLC06G0033430	ubiquitin-dependent protein catabolic process
ZLC06G0033430	protein ubiquitination
